country,code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Poland,POL,2021-09-22,37073097,19712418,19320780,,66049,33129,93.01,49.46,48.48,,831,18670,0.047
Poland,POL,2021-09-23,37104651,19730125,19340905,,31554,32280,93.09,49.5,48.53,,810,18368,0.046
Poland,POL,2021-09-24,37144805,19752578,19367855,,40154,31818,93.19,49.56,48.59,,798,18221,0.046
Poland,POL,2021-09-25,37147012,19756349,19374121,,2207,29644,93.2,49.57,48.61,,744,17111,0.043
Poland,POL,2021-09-26,,,,,,27985,,,,,702,16217,0.041
Poland,POL,2021-09-27,37158644,19766904,19386322,,,25851,93.23,49.59,48.64,,649,15350,0.039
Poland,POL,2021-09-28,37186150,19798940,19386695,,27506,25586,93.3,49.67,48.64,,642,17609,0.044
Poland,POL,2021-09-29,37212955,19813605,19404212,,26805,19980,93.37,49.71,48.68,,501,14455,0.036
Poland,POL,2021-09-30,,,,,,22958,,,,,576,14235,0.036
Poland,POL,2021-10-01,37317759,19845939,19489903,,,24708,93.63,49.79,48.9,,620,13337,0.033
Poland,POL,2021-10-02,37331309,19853542,19500218,,13550,26328,93.66,49.81,48.93,,661,13885,0.035
Poland,POL,2021-10-03,37377609,19880124,19531281,,46300,32112,93.78,49.88,49.0,,806,16928,0.042
Poland,POL,2021-10-04,37666261,19885124,19540515,,288652,72517,94.5,49.89,49.03,,1819,16889,0.042
Poland,POL,2021-10-05,,,,,,75321,,,,,1890,13779,0.035
Poland,POL,2021-10-06,,,,,,78226,,,,,1963,13152,0.033
Poland,POL,2021-10-07,,,,,,77473,,,,,1944,12309,0.031
Poland,POL,2021-10-08,,,,,,76721,,,,,1925,11467,0.029
Poland,POL,2021-10-09,,,,,,81519,,,,,2045,11848,0.03
Poland,POL,2021-10-10,,,,,,81638,,,,,2048,9518,0.024
Poland,POL,2021-10-11,,,,,,47136,,,,,1183,10271,0.026
Poland,POL,2021-10-12,38043351,19967292,19648767,,,47136,95.45,50.1,49.3,,1183,10271,0.026
Poland,POL,2021-10-13,38051598,19968901,19651359,,8247,41581,95.47,50.1,49.3,,1043,9034,0.023
Poland,POL,2021-10-14,,,,,,49170,,,,,1234,10938,0.027
Poland,POL,2021-10-15,38252125,20016102,19714288,,,56760,95.97,50.22,49.46,,1424,12842,0.032
Poland,POL,2021-10-16,38280933,20026009,19725793,,28808,54142,96.05,50.24,49.49,,1358,12790,0.032
Poland,POL,2021-10-17,38286490,20028338,19728692,,5557,48202,96.06,50.25,49.5,,1209,11655,0.029
Poland,POL,2021-10-18,,,,,,47677,,,,,1196,11805,0.03
Poland,POL,2021-10-19,38373412,20050972,19756793,,,47152,96.28,50.31,49.57,,1183,11954,0.03
Poland,POL,2021-10-20,38439839,20065807,19774453,,66427,55463,96.44,50.34,49.61,,1392,13844,0.035
Poland,POL,2021-10-21,38510829,20081239,19793580,,70990,51281,96.62,50.38,49.66,,1287,12677,0.032
Poland,POL,2021-10-22,,,,,,44889,,,,,1126,11612,0.029
Poland,POL,2021-10-23,38621872,20113535,19830320,,,48706,96.9,50.46,49.75,,1222,12504,0.031
Poland,POL,2021-10-24,38629517,20117277,19833946,,7645,49004,96.92,50.47,49.76,,1229,12706,0.032
Poland,POL,2021-10-25,38671357,20129987,19846726,836725,41840,48772,97.02,50.51,49.79,2.1,1224,12905,0.032
Poland,POL,2021-10-26,38802190,20166722,19886266,907537,130833,61254,97.35,50.6,49.89,2.28,1537,16536,0.041
Poland,POL,2021-10-27,,,,,,62465,,,,,1567,17252,0.043
Poland,POL,2021-10-28,38951997,20206425,19924766,994699,,63024,97.73,50.7,49.99,2.5,1581,17884,0.045
Poland,POL,2021-10-29,39031279,20232132,19950503,1033542,79282,66418,97.93,50.76,50.06,2.59,1666,19249,0.048
Poland,POL,2021-10-30,,,,,,60894,,,,,1528,18108,0.045
Poland,POL,2021-10-31,39064978,20248449,19965507,1045109,,62209,98.01,50.8,50.09,2.62,1561,18739,0.047
Poland,POL,2021-11-01,39067239,20249639,19966504,1045982,2261,56555,98.02,50.81,50.1,2.62,1419,17093,0.043
Poland,POL,2021-11-02,39120916,20264839,19981458,1076047,53677,45532,98.15,50.84,50.13,2.7,1142,14017,0.035
Poland,POL,2021-11-03,39207074,20285036,19999420,1131722,86158,47140,98.37,50.89,50.18,2.84,1183,14066,0.035
Poland,POL,2021-11-04,39299459,20306537,20018204,1191638,92385,49637,98.6,50.95,50.22,2.99,1245,14302,0.036
Poland,POL,2021-11-05,39408902,20335591,20042885,1258337,109443,53946,98.88,51.02,50.29,3.16,1353,14780,0.037
Poland,POL,2021-11-06,39459792,20352407,20056333,1286458,50890,58809,99.0,51.06,50.32,3.23,1475,16017,0.04
Poland,POL,2021-11-07,39469339,20356977,20059964,1290412,9547,57766,99.03,51.07,50.33,3.24,1449,15504,0.039
Poland,POL,2021-11-08,39528986,20373465,20072598,1327555,59647,65964,99.18,51.12,50.36,3.33,1655,17689,0.044
Poland,POL,2021-11-09,39622998,20395051,20088239,1391559,94012,71726,99.41,51.17,50.4,3.49,1800,18602,0.047
Poland,POL,2021-11-10,,,,,,69048,,,,,1732,18294,0.046
Poland,POL,2021-11-11,39757822,20431137,20112513,1478431,,65480,99.75,51.26,50.46,3.71,1643,17800,0.045
Poland,POL,2021-11-12,39854041,20458397,20134376,1534956,96219,63591,99.99,51.33,50.52,3.85,1595,17544,0.044
Poland,POL,2021-11-13,,,,,,59982,,,,,1505,16359,0.041
Poland,POL,2021-11-14,39905294,20475445,20147634,1563508,,62279,100.12,51.37,50.55,3.92,1563,16924,0.042
Poland,POL,2021-11-15,39971172,20488159,20159697,1608040,65878,63169,100.29,51.4,50.58,4.03,1585,16385,0.041
Poland,POL,2021-11-16,40075742,20509516,20177480,1680895,104570,64678,100.55,51.46,50.62,4.22,1623,16352,0.041
Poland,POL,2021-11-17,40203203,20534686,20197468,1770988,127461,73256,100.87,51.52,50.67,4.44,1838,17370,0.044
Poland,POL,2021-11-18,40334156,20561348,20219201,1861608,130953,82333,101.2,51.59,50.73,4.67,2066,18602,0.047
Poland,POL,2021-11-19,40486708,20596619,20247539,1962581,152552,90381,101.58,51.68,50.8,4.92,2268,19746,0.05
Poland,POL,2021-11-20,40571910,20619823,20264284,2017196,85202,98892,101.79,51.73,50.84,5.06,2481,21843,0.055
Poland,POL,2021-11-21,40587690,20624863,20268848,2026592,15780,97485,101.83,51.75,50.85,5.08,2446,21345,0.054
Poland,POL,2021-11-22,40686596,20644940,20280698,2101110,98906,102203,102.08,51.8,50.88,5.27,2564,22397,0.056
Poland,POL,2021-11-23,40827691,20671677,20298362,2206886,141095,107421,102.44,51.86,50.93,5.54,2695,23166,0.058
Poland,POL,2021-11-24,,,,,,114599,,,,,2875,24124,0.061
Poland,POL,2021-11-25,41183099,20735438,20343006,2473782,,121278,103.33,52.02,51.04,6.21,3043,24870,0.062
Poland,POL,2021-11-26,,,,,,124719,,,,,3129,24960,0.063
Poland,POL,2021-11-27,41536389,20807234,20398724,2728354,,137783,104.21,52.2,51.18,6.85,3457,26773,0.067
Poland,POL,2021-11-28,41568021,20814512,20405229,2750827,31632,140047,104.29,52.22,51.2,6.9,3514,27093,0.068
Poland,POL,2021-11-29,41675389,20829997,20418316,2836221,107368,141256,104.56,52.26,51.23,7.12,3544,26437,0.066
Poland,POL,2021-11-30,,,,,,146648,,,,,3679,25926,0.065
Poland,POL,2021-12-01,42033071,20876315,20456289,3123484,,146811,105.46,52.38,51.32,7.84,3683,24680,0.062
Poland,POL,2021-12-02,42226766,20901641,20470166,3285651,193695,149095,105.95,52.44,51.36,8.24,3741,23743,0.06
Poland,POL,2021-12-03,42488461,20938216,20500035,3492653,261695,161245,106.6,52.53,51.43,8.76,4046,23840,0.06
Poland,POL,2021-12-04,42672883,20968528,20521241,3637272,184422,162356,107.06,52.61,51.49,9.13,4073,23042,0.058
Poland,POL,2021-12-05,42714925,20976105,20526976,3669978,42042,163843,107.17,52.63,51.5,9.21,4111,23085,0.058
Poland,POL,2021-12-06,43054863,21022140,20562999,3943683,339938,197068,108.02,52.74,51.59,9.89,4944,27449,0.069
Poland,POL,2021-12-07,,,,,,205064,,,,,5145,28360,0.071
Poland,POL,2021-12-08,43524495,21081218,20608833,4324918,,213061,109.2,52.89,51.71,10.85,5346,29272,0.073
Poland,POL,2021-12-09,,,,,,220462,,,,,5531,30131,0.076
Poland,POL,2021-12-10,44015507,21143897,20663982,4714227,,218149,110.43,53.05,51.85,11.83,5473,29383,0.074
Poland,POL,2021-12-11,44200031,21171467,20685210,4858716,184524,218164,110.9,53.12,51.9,12.19,5474,28991,0.073
Poland,POL,2021-12-12,44239198,21177713,20689638,4889245,39167,217753,110.99,53.13,51.91,12.27,5463,28801,0.072
Poland,POL,2021-12-13,44404322,21196780,20707123,5023195,165124,192780,111.41,53.18,51.95,12.6,4837,24949,0.063
Poland,POL,2021-12-14,44616673,21222136,20730782,5194036,212351,189571,111.94,53.25,52.01,13.03,4756,24351,0.061
Poland,POL,2021-12-15,44848389,21247906,20756179,5380702,231716,189128,112.52,53.31,52.08,13.5,4745,23813,0.06
Poland,POL,2021-12-16,45081352,21285199,20780909,5556622,232963,187336,113.11,53.4,52.14,13.94,4700,24663,0.062
Poland,POL,2021-12-17,45334408,21331952,20814451,5737171,253056,188414,113.74,53.52,52.22,14.39,4727,26865,0.067
Poland,POL,2021-12-18,45511239,21378003,20835654,5852573,176831,187315,114.19,53.64,52.28,14.68,4700,29505,0.074
Poland,POL,2021-12-19,45552262,21387771,20841341,5880648,41023,187581,114.29,53.66,52.29,14.75,4706,30008,0.075
Poland,POL,2021-12-20,45724991,21424563,20861652,6001613,172729,188667,114.72,53.75,52.34,15.06,4734,32540,0.082
Poland,POL,2021-12-21,45878657,21458498,20880086,6107595,153666,180283,115.11,53.84,52.39,15.32,4523,33766,0.085
Poland,POL,2021-12-22,46054360,21497412,20904529,6224720,175703,172282,115.55,53.94,52.45,15.62,4322,35644,0.089
Poland,POL,2021-12-23,46146622,21520176,20920358,6282067,92262,152181,115.78,53.99,52.49,15.76,3818,33568,0.084
Poland,POL,2021-12-24,46155930,,20922391,6288143,9308,117360,115.8,,52.49,15.78,2945,26958,0.068
Poland,POL,2021-12-25,46157174,,20922571,6288858,1244,92276,115.81,,52.49,15.78,2315,20448,0.051
Poland,POL,2021-12-26,46158012,21521616,20922822,6290367,838,86536,115.81,54.0,52.49,15.78,2171,19121,0.048
Poland,POL,2021-12-27,,,,,,89824,,,,,2254,18729,0.047
Poland,POL,2021-12-28,46549512,21589717,20984699,6560576,,95836,116.79,54.17,52.65,16.46,2404,18746,0.047
Poland,POL,2021-12-29,,,,,,100222,,,,,2515,18826,0.047
Poland,POL,2021-12-30,46962321,21668667,21042850,6847727,,116528,117.83,54.37,52.8,17.18,2924,21213,0.053
Poland,POL,2021-12-31,46987401,21673668,21046400,6865164,25080,118782,117.89,54.38,52.8,17.22,2980,21859,0.055
Poland,POL,2022-01-01,46989488,21674039,21046692,6866619,2087,118902,117.89,54.38,52.81,17.23,2983,21843,0.055
Poland,POL,2022-01-02,47005555,21677758,21049453,6876797,16067,121078,117.94,54.39,52.81,17.25,3038,22306,0.056
Poland,POL,2022-01-03,47167673,21700180,21075266,6994209,162118,116273,118.34,54.44,52.88,17.55,2917,20645,0.052
Poland,POL,2022-01-04,47448217,21743816,21113044,7198423,280544,128386,119.05,54.55,52.97,18.06,3221,22014,0.055
Poland,POL,2022-01-05,47740564,21784310,21148641,7419284,292347,140664,119.78,54.66,53.06,18.61,3529,22160,0.056
Poland,POL,2022-01-06,47775010,21789739,21153724,7444343,34446,116098,119.87,54.67,53.07,18.68,2913,17296,0.043
Poland,POL,2022-01-07,48002829,21819293,21194976,7605198,227819,145061,120.44,54.74,53.18,19.08,3640,20804,0.052
Poland,POL,2022-01-08,48179792,21842425,21228309,7721118,176963,170043,120.88,54.8,53.26,19.37,4266,24055,0.06
Poland,POL,2022-01-09,48215692,21846931,21240294,7744938,35900,172877,120.97,54.81,53.29,19.43,4337,24168,0.061
Poland,POL,2022-01-10,48394222,21868432,21276912,7868028,178530,175221,121.42,54.87,53.38,19.74,4396,24036,0.06
Poland,POL,2022-01-11,48643742,21913582,21329145,8023619,249520,170789,122.05,54.98,53.51,20.13,4285,24252,0.061
Poland,POL,2022-01-12,48893428,21946463,21371753,8202520,249686,164695,122.67,55.06,53.62,20.58,4132,23165,0.058
Poland,POL,2022-01-13,49115019,21975695,21400739,8368987,221591,191430,123.23,55.14,53.69,21.0,4803,26565,0.067
Poland,POL,2022-01-14,49362965,22010663,21424542,8562488,247946,194305,123.85,55.22,53.75,21.48,4875,27339,0.069
Poland,POL,2022-01-15,,,,,,183012,,,,,4592,25709,0.065
Poland,POL,2022-01-16,49558781,22034108,21434065,8720084,,191870,124.34,55.28,53.78,21.88,4814,26740,0.067
Poland,POL,2022-01-17,49715916,22054191,21454689,8839133,157135,188813,124.74,55.33,53.83,22.18,4737,26537,0.067
Poland,POL,2022-01-18,49904088,22077854,21484370,8976804,188172,180049,125.21,55.39,53.9,22.52,4517,23467,0.059
Poland,POL,2022-01-19,,,,,,172555,,,,,4329,22354,0.056
Poland,POL,2022-01-20,50298537,22128034,21541049,9269839,,169074,126.2,55.52,54.05,23.26,4242,21763,0.055
Poland,POL,2022-01-21,50500491,22155003,21559669,9429669,201954,162504,126.7,55.59,54.09,23.66,4077,20620,0.052
Poland,POL,2022-01-22,50630585,22174493,21570109,9531842,130094,167102,127.03,55.63,54.12,23.92,4193,21730,0.055
Poland,POL,2022-01-23,50671742,22193408,21589637,9551125,41157,158994,127.13,55.68,54.17,23.96,3989,22757,0.057
Poland,POL,2022-01-24,50795046,22209910,21608106,9641589,123304,154161,127.44,55.72,54.21,24.19,3868,22246,0.056
Poland,POL,2022-01-25,50952034,22230267,21633454,9755022,156988,149707,127.84,55.77,54.28,24.47,3756,21773,0.055
Poland,POL,2022-01-26,51119917,22251342,21662397,9875071,167883,145515,128.26,55.83,54.35,24.78,3651,21200,0.053
Poland,POL,2022-01-27,51254788,22269206,21675140,9980818,134871,136607,128.6,55.87,54.38,25.04,3427,20167,0.051
Poland,POL,2022-01-28,51426061,22291055,21701001,10106897,171273,132224,129.03,55.93,54.45,25.36,3317,19436,0.049
Poland,POL,2022-01-29,,,,,,123521,,,,,3099,17942,0.045
Poland,POL,2022-01-30,51564403,22309125,21727625,10202461,,127523,129.37,55.97,54.51,25.6,3200,16531,0.041
Poland,POL,2022-01-31,51658515,22320403,21747458,10267126,94112,123353,129.61,56.0,54.56,25.76,3095,15785,0.04
Poland,POL,2022-02-01,51768860,22334608,21770732,10341305,110345,116689,129.89,56.04,54.62,25.95,2928,14906,0.037
Poland,POL,2022-02-02,51887620,22349451,21795822,10421358,118760,109672,130.18,56.07,54.68,26.15,2752,14016,0.035
Poland,POL,2022-02-03,51996078,22363222,21819649,10493700,108458,105899,130.46,56.11,54.74,26.33,2657,13431,0.034
Poland,POL,2022-02-04,52116952,22377111,21847424,10574409,120874,98699,130.76,56.14,54.81,26.53,2476,12294,0.031
Poland,POL,2022-02-05,52197329,22386559,21868932,10624696,80377,100300,130.96,56.17,54.87,26.66,2516,12353,0.031
Poland,POL,2022-02-06,52209949,22388213,21872680,10632197,12620,92221,130.99,56.17,54.88,26.68,2314,11298,0.028
Poland,POL,2022-02-07,52280338,22399095,21890527,10675427,70389,88832,131.17,56.2,54.92,26.78,2229,11242,0.028
Poland,POL,2022-02-08,52363064,22409088,21910805,10728674,82726,84886,131.38,56.22,54.97,26.92,2130,10640,0.027
Poland,POL,2022-02-09,52450913,22419936,21932256,10785183,87849,80470,131.6,56.25,55.03,27.06,2019,10069,0.025
Poland,POL,2022-02-10,52531873,22430286,21953194,10836067,80960,76542,131.8,56.28,55.08,27.19,1920,9581,0.024
Poland,POL,2022-02-11,52625394,22440330,21978545,10895254,93521,72635,132.04,56.3,55.14,27.34,1822,9031,0.023
Poland,POL,2022-02-12,52681624,22446900,21995811,10928422,56230,69185,132.18,56.32,55.19,27.42,1736,8620,0.022
Poland,POL,2022-02-13,52691015,22449048,21998598,10933181,9391,68724,132.2,56.32,55.19,27.43,1724,8691,0.022
Poland,POL,2022-02-14,52735700,22454638,22012341,10959615,44685,65052,132.31,56.34,55.23,27.5,1632,7935,0.02
Poland,POL,2022-02-15,52783844,22459895,22026636,10988683,48144,60111,132.43,56.35,55.26,27.57,1508,7258,0.018
Poland,POL,2022-02-16,52861561,22468287,22048333,11037134,77717,58664,132.63,56.37,55.32,27.69,1472,6907,0.017
Poland,POL,2022-02-17,,,,,,57224,,,,,1436,6534,0.016
Poland,POL,2022-02-18,53003321,22483759,22089979,11124015,,53990,132.98,56.41,55.42,27.91,1355,6204,0.016
Poland,POL,2022-02-19,53042513,22488032,22102872,11146515,39192,51556,133.08,56.42,55.46,27.97,1294,5876,0.015
Poland,POL,2022-02-20,53049693,22489023,22105445,11150290,7180,51240,133.1,56.42,55.46,27.98,1286,5711,0.014
Poland,POL,2022-02-21,53088071,22493385,22116954,11173429,38378,50339,133.2,56.44,55.49,28.03,1263,5535,0.014
Poland,POL,2022-02-22,53133734,22498354,22130963,11201243,45663,49984,133.31,56.45,55.53,28.1,1254,5494,0.014
Poland,POL,2022-02-23,53183011,22503994,22145854,11230835,49277,45921,133.43,56.46,55.56,28.18,1152,5101,0.013
Poland,POL,2022-02-24,53229874,22509262,22159554,11259631,46863,42490,133.55,56.47,55.6,28.25,1066,4748,0.012
Poland,POL,2022-02-25,53289571,22515420,22177162,11296530,59697,40893,133.7,56.49,55.64,28.34,1026,4523,0.011
Poland,POL,2022-02-26,53318913,22518846,22187035,11313191,29342,39486,133.78,56.5,55.67,28.38,991,4402,0.011
Poland,POL,2022-02-27,53324129,22519535,22188817,11316193,5216,39205,133.79,56.5,55.67,28.39,984,4359,0.011
Poland,POL,2022-02-28,,,,,,37907,,,,,951,4174,0.01
Poland,POL,2022-03-01,53382707,22525671,22207046,11351615,,35568,133.94,56.52,55.72,28.48,892,3902,0.01
Poland,POL,2022-03-02,53414424,22529058,22217419,11370272,31717,33059,134.01,56.52,55.74,28.53,829,3581,0.009
Poland,POL,2022-03-03,53444278,22532496,22226815,11387999,29854,30629,134.09,56.53,55.77,28.57,768,3319,0.008
Poland,POL,2022-03-04,53487084,22537367,22239563,11414131,42806,28216,134.2,56.55,55.8,28.64,708,3135,0.008
Poland,POL,2022-03-05,53504033,22539353,22245134,11423942,16949,26446,134.24,56.55,55.81,28.66,664,2930,0.007
Poland,POL,2022-03-06,,,,,,27333,,,,,686,3020,0.008
Poland,POL,2022-03-07,53526887,22542001,22250993,11439017,,24781,134.3,56.56,55.83,28.7,622,2771,0.007
Poland,POL,2022-03-08,53547442,22544385,22256913,11451742,20555,23534,134.35,56.56,55.84,28.73,590,2673,0.007
Poland,POL,2022-03-09,,,,,,22536,,,,,565,2579,0.006
Poland,POL,2022-03-10,53596915,22549838,22270479,11483298,,21805,134.47,56.58,55.88,28.81,547,2477,0.006
Poland,POL,2022-03-11,53632473,22553592,22279771,11506582,35558,20770,134.56,56.59,55.9,28.87,521,2318,0.006
Poland,POL,2022-03-12,,,,,,19683,,,,,494,2213,0.006
Poland,POL,2022-03-13,53651153,22556096,22284791,11518385,,19385,134.61,56.59,55.91,28.9,486,2203,0.006
Poland,POL,2022-03-14,,,,,,20491,,,,,514,2315,0.006
Poland,POL,2022-03-15,53689500,22560322,22293936,11544436,,20294,134.7,56.6,55.93,28.96,509,2277,0.006
Poland,POL,2022-03-16,53711008,22562605,22299356,11558758,21508,19833,134.76,56.61,55.95,29.0,498,2213,0.006
Poland,POL,2022-03-17,53731568,22564781,22304332,11572552,20560,19236,134.81,56.61,55.96,29.04,483,2135,0.005
Poland,POL,2022-03-18,,,,,,17396,,,,,436,1946,0.005
Poland,POL,2022-03-19,53776917,22569643,22315117,11603187,,19301,134.92,56.63,55.99,29.11,484,2114,0.005
Poland,POL,2022-03-20,53779125,22570151,22315653,11604584,2208,18282,134.93,56.63,55.99,29.12,459,2008,0.005
Poland,POL,2022-03-21,53794002,22571765,22318598,11615331,14877,17668,134.97,56.63,56.0,29.14,443,1937,0.005
Poland,POL,2022-03-22,53809376,22573485,22321920,11626049,15374,17125,135.01,56.64,56.0,29.17,430,1880,0.005
Poland,POL,2022-03-23,53826886,22575468,22325834,11638113,17510,16554,135.05,56.64,56.01,29.2,415,1838,0.005
Poland,POL,2022-03-24,53843927,22577534,22329626,11649791,17041,16051,135.09,56.65,56.02,29.23,403,1822,0.005
Poland,POL,2022-03-25,53870219,22580485,22335445,11667933,26292,16568,135.16,56.65,56.04,29.27,416,1896,0.005
Poland,POL,2022-03-26,53880551,22582082,22338081,11674619,10332,14805,135.18,56.66,56.05,29.29,371,1777,0.004
Poland,POL,2022-03-27,53882175,22582308,22338384,11675717,1624,14721,135.19,56.66,56.05,29.29,369,1737,0.004
Poland,POL,2022-03-28,,,,,,14467,,,,,363,1728,0.004
Poland,POL,2022-03-29,53908363,22585418,22343826,11694159,,14141,135.25,56.67,56.06,29.34,355,1705,0.004
Poland,POL,2022-03-30,53924321,22587422,22347421,11705031,15958,13919,135.29,56.67,56.07,29.37,349,1708,0.004
Poland,POL,2022-03-31,53939224,22589179,22350472,11715397,14903,13614,135.33,56.68,56.08,29.39,342,1664,0.004
Poland,POL,2022-04-01,,,,,,11609,,,,,291,1920,0.005
Poland,POL,2022-04-02,,,,,,11885,,,,,298,2369,0.006
Poland,POL,2022-04-03,53976007,22603408,22366876,11733622,,13405,135.42,56.71,56.12,29.44,336,3014,0.008
Poland,POL,2022-04-04,53987667,22607291,22371289,11740196,11660,13200,135.45,56.72,56.13,29.46,331,3347,0.008
Poland,POL,2022-04-05,53997014,22608803,22373451,11746739,9347,12664,135.48,56.72,56.13,29.47,318,3341,0.008
Poland,POL,2022-04-06,54008348,22611149,22376491,11754077,11334,12004,135.5,56.73,56.14,29.49,301,3390,0.009
Poland,POL,2022-04-07,54019414,22612383,22378598,11762108,11066,11456,135.53,56.73,56.15,29.51,287,3315,0.008
Poland,POL,2022-04-08,54037332,22614302,22382202,11775011,17918,12264,135.58,56.74,56.16,29.54,308,2911,0.007
Poland,POL,2022-04-09,,,,,,11101,,,,,279,2313,0.006
Poland,POL,2022-04-10,54045571,22615408,22383805,11780896,,9938,135.6,56.74,56.16,29.56,249,1714,0.004
Poland,POL,2022-04-11,54055397,22617157,22385970,11787771,9826,9676,135.62,56.75,56.17,29.58,243,1409,0.004
Poland,POL,2022-04-12,,,,,,10069,,,,,253,1711,0.004
Poland,POL,2022-04-13,54079593,22624403,22394480,11801962,,10178,135.68,56.76,56.19,29.61,255,1893,0.005
Poland,POL,2022-04-14,54092008,22627451,22398266,11809728,12415,10371,135.71,56.77,56.2,29.63,260,2153,0.005
Poland,POL,2022-04-15,,,,,,8534,,,,,214,2071,0.005
Poland,POL,2022-04-16,,,,,,8668,,,,,217,2184,0.005
Poland,POL,2022-04-17,54107186,22631494,22403096,11819137,,8802,135.75,56.78,56.21,29.65,221,2298,0.006
Poland,POL,2022-04-18,54108832,22632859,22404498,11819358,1646,7634,135.76,56.78,56.21,29.65,192,2243,0.006
Poland,POL,2022-04-19,54119792,22634902,22407254,11826818,10960,7471,135.78,56.79,56.22,29.67,187,2017,0.005
Poland,POL,2022-04-20,54131852,22636944,22410231,11835123,12060,7466,135.81,56.8,56.23,29.69,187,1792,0.004
Poland,POL,2022-04-21,,,,,,8112,,,,,204,1520,0.004
Poland,POL,2022-04-22,54165727,22639239,22414785,11862591,,9809,135.9,56.8,56.24,29.76,246,1491,0.004
Poland,POL,2022-04-23,54172710,22640263,22416229,11867647,6983,10083,135.92,56.8,56.24,29.78,253,1445,0.004
Poland,POL,2022-04-24,,,,,,10478,,,,,263,1560,0.004
Poland,POL,2022-04-25,54188360,22644572,22420907,11877894,,11361,135.96,56.81,56.25,29.8,285,1673,0.004
Poland,POL,2022-04-26,54199743,22645293,22421994,11887530,11383,11422,135.99,56.82,56.26,29.83,287,1484,0.004
Poland,POL,2022-04-27,,,,,,11605,,,,,291,1488,0.004
Poland,POL,2022-04-28,54226431,22649424,22426881,11907812,,11092,136.05,56.83,56.27,29.88,278,1619,0.004
Poland,POL,2022-04-29,54248720,22655895,22434094,11921803,22289,11856,136.11,56.84,56.29,29.91,297,2379,0.006
Poland,POL,2022-04-30,54267954,22670819,22449245,11925570,19234,13606,136.16,56.88,56.32,29.92,341,4365,0.011
Poland,POL,2022-05-01,54270117,22672604,22450970,11925922,2163,12797,136.16,56.88,56.33,29.92,321,4312,0.011
Poland,POL,2022-05-02,54275723,22672976,22451388,11930843,5606,12480,136.18,56.89,56.33,29.93,313,4058,0.01
Poland,POL,2022-05-03,54276276,22673025,22451445,11931305,553,10933,136.18,56.89,56.33,29.94,274,3962,0.01
Poland,POL,2022-05-04,54288231,22674239,22453040,11941067,11955,10735,136.21,56.89,56.33,29.96,269,3840,0.01
Poland,POL,2022-05-05,54303650,22677653,22456718,11952044,15419,11031,136.25,56.9,56.34,29.99,277,4033,0.01
Poland,POL,2022-05-06,54322890,22680676,22460210,11966745,19240,10596,136.29,56.9,56.35,30.02,266,3540,0.009
Poland,POL,2022-05-07,54327043,22681066,22460681,11970123,4153,8441,136.3,56.91,56.35,30.03,212,1464,0.004
Poland,POL,2022-05-08,54327787,22681187,22460787,11970690,744,8239,136.31,56.91,56.35,30.03,207,1226,0.003
Poland,POL,2022-05-09,54336522,22681933,22461537,11978166,8735,8686,136.33,56.91,56.36,30.05,218,1280,0.003
Poland,POL,2022-05-10,54345090,22682671,22462330,11985343,8568,9831,136.35,56.91,56.36,30.07,247,1378,0.003
Poland,POL,2022-05-11,54356331,22684133,22464018,11994189,11241,9729,136.38,56.91,56.36,30.09,244,1413,0.004
Poland,POL,2022-05-12,54365534,22684849,22464873,12001875,9203,8841,136.4,56.92,56.36,30.11,222,1028,0.003
Poland,POL,2022-05-13,54373321,22686068,22466309,12007779,7787,7204,136.42,56.92,56.37,30.13,181,770,0.002
Poland,POL,2022-05-14,54375826,22686468,22466753,12009601,2505,6969,136.43,56.92,56.37,30.13,175,772,0.002
Poland,POL,2022-05-15,54376507,22686548,22466780,12010143,681,6960,136.43,56.92,56.37,30.13,175,766,0.002
Poland,POL,2022-05-16,54383780,22687200,22467593,12016177,7273,6751,136.45,56.92,56.37,30.15,169,752,0.002
Poland,POL,2022-05-17,54405303,22694608,22475356,12028786,21523,8602,136.5,56.94,56.39,30.18,216,1705,0.004
Poland,POL,2022-05-18,54413480,22695708,22476531,12035095,8177,8164,136.52,56.94,56.39,30.2,205,1654,0.004
Poland,POL,2022-05-19,54421890,22696471,22477509,12041960,8410,8051,136.54,56.94,56.4,30.21,202,1660,0.004
Poland,POL,2022-05-20,54433639,22697541,22479006,12051407,11749,8617,136.57,56.95,56.4,30.24,216,1639,0.004
Poland,POL,2022-05-21,54437812,22698876,22479533,12053906,4173,8855,136.58,56.95,56.4,30.24,222,1773,0.004
Poland,POL,2022-05-22,54438412,22698955,22479540,12054404,600,8844,136.58,56.95,56.4,30.24,222,1772,0.004
Poland,POL,2022-05-23,54444636,22699506,22480198,12059568,6224,8694,136.6,56.95,56.4,30.26,218,1758,0.004
Poland,POL,2022-05-24,54456113,22705353,22484478,12064818,11477,7259,136.63,56.97,56.41,30.27,182,1535,0.004
Poland,POL,2022-05-25,54468731,22711905,22491177,12070263,12618,7893,136.66,56.98,56.43,30.28,198,2314,0.006
